createdDate,lastModifiedDate,createdBy,dtxsid,selected,casrn,compoundId,genericSubstanceId,preferredName,activeAssays,cpdataCount,isotope,molFormula,averageMass,monoisotopicMass,multicomponent,percentAssays,pubchemCount,pubmedCount,qcLevel,qcLevelDesc,sourcesCount,stereo,totalAssays,toxcastSelect,iupacName,smiles,inchiString,inchiKey,hasStructureImage,relatedSubstanceCount,relatedStructureCount,endpointName,ac50,hitc,logAc50,scaledTop,top,bmad,maxMedVal,maxMedConc,_links
,,,DTXSID0020076,False,61-82-5,76.0,20076,Amitrole,2,17.0,0.0,C2H4N4,84.082,84.043596145,0,1.0,255.0,7089.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",87,0.0,385,2/385,"1H-1,2,4-Triazol-3-amine",NC1=NNC=N1,"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)
",KLSJWNVTNUYHDU-UHFFFAOYSA-N,True,1.0,,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,1.2342081789327935E-13,2.468416357865587e-12,0.22739263803680929,0.421940928270042,1.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f595bb'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f595bb{?projection}', 'templated': True}}"
,,,DTXSID0020105,False,134-03-2,105.0,20105,Sodium L-ascorbate,14,131.0,0.0,C6H7NaO6,198.106,198.01403223,1,2.0,73.0,38756.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",61,1.0,620,14/620,"Sodium (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate",[Na+].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-],"InChI=1S/C6H8O6.Na/c7-1-2(8)5-3(9)4(10)6(11)12-5;/h2,5,7-10H,1H2;/q;+1/p-1/t2-,5+;/m0./s1
",PPASLZSBLFJQEF-RXSVEWSESA-M,True,,,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,0.013020081557677962,0.26040163115355924,0.22739263803680929,0.294117647058824,2.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f598aa'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f598aa{?projection}', 'templated': True}}"
,,,DTXSID0020022,False,50594-66-6,22.0,20022,Acifluorfen,48,3.0,0.0,C14H7ClF3NO5,361.66,360.9964845,0,7.0,98.0,50.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",75,0.0,680,48/680,5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid,OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,"InChI=1S/C14H7ClF3NO5/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21/h1-6H,(H,20,21)
",NUFNQYOELLVIPL-UHFFFAOYSA-N,True,8.0,8.0,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,1.916318917465261E-13,3.832637834930522e-12,0.22739263803680929,0.371747211895911,1.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d0a6d0b67997f58ea2'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d0a6d0b67997f58ea2{?projection}', 'templated': True}}"
,,,DTXSID0020232,False,58-08-2,232.0,20232,Caffeine,49,918.0,0.0,C8H10N4O2,194.194,194.080375578,0,8.0,384.0,21207.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",133,0.0,652,49/652,"1,3,7-Trimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3
",RYYVLZVUVIJVGH-UHFFFAOYSA-N,True,17.0,15.0,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,2.0474742094846152E-14,4.0949484189692305e-13,0.22739263803680929,0.267379679144385,0.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5a0d1'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5a0d1{?projection}', 'templated': True}}"
,,,DTXSID0020107,False,22839-47-0,107.0,20107,Aspartame,2,36.0,0.0,C14H18N2O5,294.307,294.121571688,0,0.0,182.0,862.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",69,1.0,409,2/409,Methyl L-alpha-aspartyl-L-phenylalaninate,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,True,4.0,4.0,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,2.8865440211228496E-13,5.773088042245699e-12,0.22739263803680929,0.293255131964809,0.477121254719662,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f59ad7'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f59ad7{?projection}', 'templated': True}}"
,,,DTXSID0020151,False,140-11-4,151.0,20151,Benzyl acetate,12,791.0,0.0,C9H10O2,150.177,150.068079562,0,3.0,143.0,44.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",97,0.0,355,12/355,Benzyl acetate,CC(=O)OCC1=CC=CC=C1,"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3
",QUKGYYKBILRGFE-UHFFFAOYSA-N,True,2.0,1.0,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,3.71700270272977E-14,7.43400540545954e-13,0.22739263803680929,0.146735143066764,-0.522878745280338,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f59b6f'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f59b6f{?projection}', 'templated': True}}"
,,,DTXSID0020311,False,150-68-5,311.0,20311,Monuron,16,32.0,0.0,C9H11ClN2O,198.65,198.0559907,0,3.0,97.0,24.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",89,0.0,598,16/598,"N'-(4-Chlorophenyl)-N,N-dimethylurea",CN(C)C(=O)NC1=CC=C(Cl)C=C1,"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)
",BMLIZLVNXIYGCK-UHFFFAOYSA-N,True,1.0,,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,1.1540207104864028E-12,2.3080414209728057e-11,0.22739263803680929,0.0,-0.522878745280338,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5ac03'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5ac03{?projection}', 'templated': True}}"
,,,DTXSID0020319,False,1897-45-6,319.0,20319,Chlorothalonil,341,165.0,0.0,C8Cl4N2,265.9,263.8815588,0,46.0,146.0,251.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",108,0.0,737,341/737,"2,4,5,6-Tetrachlorobenzene-1,3-dicarbonitrile",ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,"InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14
",CRQQGFGUEAVUIL-UHFFFAOYSA-N,True,45.0,34.0,OT_ERa_GFPERaERE_0480,3.9982515106314134,0,0.6018701100031426,0.5672181368945411,11.344362737890823,0.22739263803680929,18.5459940652819,1.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5b081'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5b081{?projection}', 'templated': True}}"
,,,DTXSID0020494,False,756-79-6,494.0,20494,Dimethyl methylphosphonate,2,12.0,0.0,C3H9O3P,124.076,124.028931148,0,1.0,105.0,84.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",73,0.0,356,2/356,Dimethyl methylphosphonate,COP(C)(=O)OC,"InChI=1S/C3H9O3P/c1-5-7(3,4)6-2/h1-3H3",VONWDASPFIQPDY-UHFFFAOYSA-N,True,1.0,,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,0.07932425245247812,1.5864850490495623,0.22739263803680929,8.47176079734219,1.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5c185'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5c185{?projection}', 'templated': True}}"
,,,DTXSID0020286,False,95-74-9,286.0,20286,3-Chloro-4-methylaniline,9,,0.0,C7H8ClN,141.6,141.034527,0,3.0,147.0,11.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",57,0.0,357,9/357,3-Chloro-4-methylaniline,CC1=C(Cl)C=C(N)C=C1,"InChI=1S/C7H8ClN/c1-5-2-3-6(9)4-7(5)8/h2-4H,9H2,1H3
",RQKFYFNZSHWXAW-UHFFFAOYSA-N,True,1.0,1.0,OT_ERa_GFPERaERE_0480,50.0,0,1.6989700043360187,0.002787857782665453,0.05575715565330906,0.22739263803680929,0.283687943262411,1.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5a867'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5a867{?projection}', 'templated': True}}"
